family,code,series,path,title,target_archetype,recommended_action,priority,has_doctype,has_html_tag,has_head_tag,has_body_tag,has_lang,has_charset,has_viewport,has_style_css,h2_count,proc_num_count,duplicate_status,canonical_duplicate,phase_hits,reason
ANNEX,ANNEX-603,ANNEX-600,03-Tai-Lieu-Van-Hanh/03-Reference/06-ANNEX-600/annex-603-quality-package-levels-qpl.html,"ANNEX-603 — QPL-1 đến QPL-4, bộ bằng chứng bắt buộc và quy tắc nâng/hạ cấp | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,8,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-604,ANNEX-600,03-Tai-Lieu-Van-Hanh/03-Reference/06-ANNEX-600/annex-604-control-plan-guide.html,ANNEX-604 — Chuẩn lập Control Plan cho Lệnh sản xuất CNC | HESEM QMS,Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,4,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-605,ANNEX-600,03-Tai-Lieu-Van-Hanh/03-Reference/06-ANNEX-600/annex-605-spc-lite-and-reaction-plan.html,"ANNEX-605 — Thông số SPC, chọn biểu đồ, năng lực / khả năng và phản ứng plan | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,4,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-606,ANNEX-600,03-Tai-Lieu-Van-Hanh/03-Reference/06-ANNEX-600/annex-606-surface-finish-vacuum-compatibility.html,"ANNEX-606 — Chuẩn bề mặt, độ sạch, tương thích chân không, rò rỉ và xử lý đặc biệt | HESEM QMS",Specification Annex,KEEP,P2,True,True,True,True,True,True,True,True,10,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-607,ANNEX-600,03-Tai-Lieu-Van-Hanh/03-Reference/06-ANNEX-600/annex-607-quality-culture-and-ethics-rules.html,,Review Needed,REBUILD_WRAPPER,P1,False,False,False,False,False,False,False,True,3,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-608,ANNEX-600,03-Tai-Lieu-Van-Hanh/03-Reference/06-ANNEX-600/annex-608-semi-standards-and-csr-matrix.html,"ANNEX-608 — Ma trận chuẩn SEMI, CSR và điều kiện đặc biệt",Specification Annex,REBUILD,P1,False,False,False,False,False,False,False,True,5,0,,,,Semiconductor requirement matrix is strategically important but current HTML wrapper is broken and the source mapping needs tightening.
ANNEX,ANNEX-701,ANNEX-700,03-Tai-Lieu-Van-Hanh/03-Reference/07-ANNEX-700/annex-701-gs1-sscc-data-dictionary-and-pack-reconciliation.html,"ANNEX-701 — Từ điển dữ liệu GS1/SSCC, quy tắc cấp mã và đối soát kiện hàng | HESEM QMS",Dictionary Annex,KEEP_AND_TIGHTEN,P1,True,True,True,True,True,True,True,True,6,0,,,,Keep as dictionary/specification support; do not let lifecycle procedure drift into the annex.
ANNEX,ANNEX-702,ANNEX-700,03-Tai-Lieu-Van-Hanh/03-Reference/07-ANNEX-700/annex-702-packaging-labeling-spec.html,"ANNEX-702 — Quy cách đóng gói, nhãn, bảo quản và bằng chứng gói hàng | HESEM QMS",Specification Annex,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,11,0,,,data-phase2f; phase2f,Baseline review required by archetype.
ANNEX,ANNEX-703,ANNEX-700,03-Tai-Lieu-Van-Hanh/03-Reference/07-ANNEX-700/annex-703-warehouse-location-fifo-rules.html,"ANNEX-703 — Quy tắc vị trí kho, phân vùng, FIFO/FEFO, khu vực chuẩn bị / sắp xếp và cycle count | HESEM QMS",Rule-Pack Annex,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,7,0,,,data-phase2i; phase2i,Baseline review required by archetype.
ANNEX,ANNEX-801,ANNEX-800,03-Tai-Lieu-Van-Hanh/03-Reference/08-ANNEX-800/annex-801-competency-levels-and-certification-rules.html,"ANNEX-801 — Cấp độ năng lực, quy tắc chứng nhận / tái chứng nhận và được ủy quyền-to-công việc | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,7,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-802,ANNEX-800,03-Tai-Lieu-Van-Hanh/03-Reference/08-ANNEX-800/annex-802-collective-bargaining-agreement.html,ANNEX-802 — tập thể thương lượng thỏa thuận | HESEM OS,Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,4,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-803,ANNEX-800,03-Tai-Lieu-Van-Hanh/03-Reference/08-ANNEX-800/annex-803-ppe-and-hazard-matrix.html,"ANNEX-803 — Ma trận mối nguy, PPE và kích hoạt giấy phép theo công việc/khu vực | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,6,0,,,,Baseline review required by archetype.
WI,WI-101,WI-100,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/01-WI-100/wi-101-digital-online-forms-and-approvals.html,"WI-101 — Biểu mẫu số, phê duyệt điện tử và bằng chứng điện tử",Digital-Operation WI,REBUILD_WRAPPER,P1,False,False,False,False,False,False,False,True,12,0,,,phase3a,Baseline review required by archetype.
WI,WI-102,WI-100,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/01-WI-100/wi-102-sharepoint-record-sites-libraries-and-permissions-click-by-click.html,"WI-102 — Thiết lập SharePoint hồ sơ địa điểm / site, thư viện và quyền truy cập click-by-click | HESEM QMS",Digital-Operation WI,KEEP,P2,True,True,True,True,True,True,True,True,15,0,,,,Baseline review required by archetype.
WI,WI-103,WI-100,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/01-WI-100/wi-103-m365-folder-routing-training-competence-and-adoption-for-cnc-job-orders.html,"WI-103 — Training, chứng nhận năng lực và sử dụng cấu trúc thư mục M365 trong vận hành CNC job đơn hàng | HESEM QMS",Digital-Operation WI,KEEP,P2,True,True,True,True,True,True,True,True,14,0,,,,Baseline review required by archetype.
WI,WI-104,WI-100,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/01-WI-100/wi-104-m365-folder-routing-quick-cards-by-role-for-cnc-job-order.html,WI-104 — Thẻ nhanh lộ trình gia công file M365 theo vai trò cho CNC job đơn hàng | HESEM QMS,Digital-Operation WI,KEEP,P2,True,True,True,True,True,True,True,True,7,0,,,,Baseline review required by archetype.
WI,WI-105,WI-100,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/01-WI-100/wi-105-qms-document-navigation-role-based-reading-path-and-deployment.html,"WI-105 — Điều hướng tài liệu QMS, lộ trình đọc theo phòng ban và triển khai tiếp cận toàn công ty | HESEM QMS",Digital-Operation WI,KEEP,P2,True,True,True,True,True,True,True,True,8,0,,,,Baseline review required by archetype.
WI,WI-106,WI-100,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/01-WI-100/wi-106-job-order-deployment-master-plan.html,WI-106 — Master plan triển khai vận hành hệ thống Job Order và QMS điều hành | HESEM QMS,Digital-Operation WI,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,11,0,,,phase-card,Baseline review required by archetype.
WI,WI-107,WI-100,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/01-WI-100/wi-107-sharefile-git-cpanel-sync.html,"WI-107 - M365 SharePoint local sync, Git và server deployment control | HESEM QMS",Digital-Operation WI,KEEP,P2,True,True,True,True,True,True,True,True,11,0,,,,Baseline review required by archetype.
WI,WI-201,WI-200,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/02-WI-200/wi-201-quality-gates-hold-points-and-release-execution.html,"WI-201 — Thực hiện cổng kiểm soát chất lượng, điểm giữ, dừng công đoạn và phát hành tại hiện trường | HESEM QMS",Gate-Execution WI,SPLIT,P0,True,True,True,True,True,True,True,True,9,0,,,,Gate matrix and hold architecture belong in SOP; WI should keep only execution checklist.
WI,WI-202,WI-200,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/02-WI-200/wi-202-daily-management-tier-meetings-kpi-and-escalation.html,"WI-202 — Điều hành hằng ngày, họp tầng, KPI, log hành động và xử lý vượt cấp | HESEM QMS",Control-Tower WI,KEEP,P2,True,True,True,True,True,True,True,True,10,0,,,,Baseline review required by archetype.
WI,WI-203,WI-200,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/02-WI-200/wi-203-job-dossier-evidence-pack-and-record-completeness.html,"WI-203 — Lập Hồ sơ công việc (hồ sơ công việc), nạp bằng chứng, kiểm tính đầy đủ hồ sơ và khóa hồ sơ | HESEM QMS",Gate-Execution WI,KEEP,P2,True,True,True,True,True,True,True,True,14,0,,,,Baseline review required by archetype.
WI,WI-205,WI-200,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/02-WI-200/wi-205-barcode-labeling-and-scan-to-action.html,"WI-205 — Mã vạch nội bộ, in nhãn, quét và cập nhật trạng thái công việc | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,6,0,,,,Baseline review required by archetype.
WI,WI-206,WI-200,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/02-WI-200/wi-206-ship-release-pack-sscc-label-and-pack-reconciliation.html,"WI-206 — Ship Phát hành Pack, SSCC Label and Pack Đối soát | HESEM QMS",Gate-Execution WI,KEEP,P2,True,True,True,True,True,True,True,True,8,0,,,,Baseline review required by archetype.
WI,WI-207,WI-200,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/02-WI-200/wi-207-high-risk-job-readiness-control-tower.html,WI-207 — cao-Rủi ro Job sẵn sàng Control tháp / cột | HESEM QMS,Control-Tower WI,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,6,0,,,phase3a,Baseline review required by archetype.
WI,WI-302,WI-300,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/03-WI-300/wi-302-first-piece-fai-execution-and-evidence-pack.html,"WI-302 — Thực hiện mẫu đầu (tiên chi tiết / sản phẩm), FAI, balloon/CMM và đóng gói bằng chứng | HESEM QMS",Gate-Execution WI,KEEP,P2,True,True,True,True,True,True,True,True,7,0,,,,Baseline review required by archetype.
WI,WI-501,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-501-dispatch-capacity-and-wip-control.html,"WI-501 — Điều độ hằng ca, rà soát năng lực và kiểm soát WIP | HESEM QMS",Control-Tower WI,KEEP,P2,True,True,True,True,True,True,True,True,13,0,,,,Baseline review required by archetype.
WI,WI-511,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-511-machine-type-quick-reference.html,"WI-511 — Thẻ nhanh theo loại máy, điểm rủi ro sự cố nghiêm trọng, an toàn start và an toàn khôi phục / thu hồi | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,4,0,,,,Baseline review required by archetype.
WI,WI-512,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-512-3-axis-vertical-milling-guide.html,WI-512 — Hướng dẫn vận hành máy phay đứng 3 trục | HESEM QMS,POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,4,0,,,,Baseline review required by archetype.
WI,WI-513,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-513-5-axis-milling-guide.html,WI-513 — Hướng dẫn vận hành máy phay 5 trục | HESEM QMS,POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,4,0,,,,Baseline review required by archetype.
WI,WI-514,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-514-cnc-turning-guide.html,WI-514 — Hướng dẫn vận hành tiện CNC | HESEM QMS,POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,3,0,,,,Baseline review required by archetype.
WI,WI-515,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-515-mill-turn-guide.html,WI-515 — Hướng dẫn vận hành phay-lượt / quay / đa nhiệm | HESEM QMS,POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,4,0,,,,Baseline review required by archetype.
WI,WI-516,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-516-machine-operation-quick-card.html,WI-516 — Thẻ vận hành chuẩn vận hành máy CNC | HESEM QMS,POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,7,0,,,,Baseline review required by archetype.
WI,WI-517,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-517-setup-changeover-smed-standard-work.html,"WI-517 — Setup, chuyển đổi (changeover), SMED Chuyển đổi (chuyển đổi (changeover) Hồ sơ theo họ máy và xác nhận ready-to-run | HESEM QMS",POU-WI,SPLIT,P0,True,True,True,True,True,True,True,True,10,0,,,data-phase2f; phase2f,Machine-family setup content belongs in ANNEX; keep point-of-use setup steps in WI.
WI,WI-518,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-518-work-transfer-validation.html,"WI-518 — Xác nhận chuyển công đoạn, chuyển máy, chuyển ca và chuyển Operator | HESEM QMS",Gate-Execution WI,KEEP,P2,True,True,True,True,True,True,True,True,6,0,,,,Baseline review required by archetype.
WI,WI-519,WI-500,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/wi-519-job-packet-quick-check-and-pre-run-verification.html,"WI-519 — Kiểm nhanh bộ hồ sơ công việc (job gói hồ sơ), xác minh trước khi chạy, đầu tiên cut và khởi động lại sau bất thường | HESEM QMS",Gate-Execution WI,REBUILD,P0,True,True,True,True,True,True,True,True,9,0,,,data-phase2f; phase2f,Pre-run decision matrix is overloaded; rebuild as gate-execution checklist.
WI,WI-601,WI-600,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/06-WI-600/wi-601-visual-inspection-and-defect-classification.html,"WI-601 — Kiểm tra ngoại quan, phân loại lỗi và ghi nhận bằng chứng | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,5,0,,,,Baseline review required by archetype.
WI,WI-602,WI-600,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/06-WI-600/wi-602-gage-pre-use-verification-and-status-control.html,"WI-602 — Kiểm trước khi dùng dụng cụ đo, trạng thái CAL và xử lý nghi ngờ | HESEM QMS",POU-WI,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,7,0,,,data-phase2f; phase2f,Baseline review required by archetype.
WI,WI-603,WI-600,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/06-WI-600/wi-603-aql-sampling-inspection-execution.html,"WI-603 — Thực hiện lấy mẫu AQL, chọn mẫu và quyết định chấp nhận/từ chối lô | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,5,0,,,,Baseline review required by archetype.
WI,WI-604,WI-600,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/06-WI-600/wi-604-spc-chart-use-process-capability-and-reaction.html,"WI-604 — Dùng biểu đồ SPC, năng lực / khả năng và phản ứng khi mất kiểm soát | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,5,0,,,,Baseline review required by archetype.
WI,WI-605,WI-600,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/06-WI-600/wi-605-final-inspection-coc-and-shipment-release-handoff.html,"WI-605 — hiểm cuối, eoe/eofe, bàn giao phát hành giao hàng | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,8,0,,,,Baseline review required by archetype.
WI,WI-606,WI-600,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/06-WI-600/wi-606-suspect-product-containment-segregation-and-reaction.html,"WI-606 — Cô lập hàng nghi ngờ, khoanh vùng ảnh hưởng và phản ứng hiện trường | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,7,0,,,,Baseline review required by archetype.
WI,WI-701,WI-700,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/wi-701-receiving-iqc-traceability-and-put-away.html,"WI-701 — Nhận hàng, IQC đầu vào, truy vết, dán nhãn và nhập vị trí | HESEM QMS",POU-WI,REBUILD,P0,True,True,True,True,True,True,True,True,11,0,,,data-phase2f; phase2f; phase3a,Receiving route matrix and workbook migration notes overload point-of-use content.
WI,WI-702,WI-700,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/wi-702-storage-environment-location-and-fifo-control.html,"WI-702 — Bảo quản, môi trường kho/phân xưởng, vị trí, FIFO/FEFO và kiểm soát chạm hỏng | HESEM QMS",POU-WI,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,9,0,,,data-phase2i; phase2i,Baseline review required by archetype.
WI,WI-711,WI-700,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/wi-711-cleanroom-entry-and-gowning.html,"WI-711 — Vào phòng sạch, thay đồ, hành vi trong khu sạch, rời khu và tái nhập đúng cách | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,11,0,,,,Baseline review required by archetype.
WI,WI-712,WI-700,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/wi-712-ultrasonic-cleaning-standard-work.html,"WI-712 — Làm sạch siêu âm: chọn công thức / chương trình gia công, chuẩn bị bể, chạy mẻ, rửa cuối, sấy khô và xác nhận | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,9,0,,,,Baseline review required by archetype.
WI,WI-713,WI-700,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/wi-713-environmental-monitoring-and-response.html,"WI-713 — Theo dõi môi trường, lấy mẫu, đọc kết quả và phản ứng khi lệch chuẩn | HESEM QMS",POU-WI,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,7,0,,,data-phase2i; phase2i; phase3a,Baseline review required by archetype.
WI,WI-714,WI-700,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/wi-714-clean-packaging-handling-and-preservation.html,"WI-714 — Đóng gói sạch, vận hành sạch, bảo quản và bảo toàn tình trạng sản phẩm | HESEM QMS",POU-WI,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,11,0,,,data-phase2f; phase2f,Baseline review required by archetype.
WI,WI-715,WI-700,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/wi-715-helium-leak-test-standard-work.html,"WI-715 — Thử kín heli, đọc kết quả, phản ứng khi không đạt và khóa bằng chứng | HESEM QMS",POU-WI,KEEP_AND_ALIGN,P1,True,True,True,True,True,True,True,True,8,0,,,,High practical value for semiconductor/vacuum flow; keep method in WI and move master acceptance limits to specification annex.
WI,WI-716,WI-700,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/wi-716-vacuum-compatible-clean-build-and-bagging.html,"WI-716 — Lắp sạch, tương thích chân không, đóng túi và bảo quản cho Job đặc biệt | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,6,0,,,,Baseline review required by archetype.
WI,WI-721,WI-700,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/wi-721-fod-prevention-line-clearance-and-tool-accountability.html,"WI-721 — Chống FOD, dòng / chuyền thông quan / giải phóng, kiểm tool/vật lạ và xác nhận khu vực sạch | HESEM QMS",POU-WI,KEEP,P2,True,True,True,True,True,True,True,True,7,0,,,,Baseline review required by archetype.
WI,WI-801,WI-800,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/08-WI-800/wi-801-cnc-poka-yoke-examples.html,WI-801 — Triển khai poka (chống sai) (chống sai)-giá đỡ (yoke) tại công đoạn và xác nhận hiệu lực | HESEM QMS,Worked-Example Candidate,RECLASSIFY,P3,True,True,True,True,True,True,True,True,7,0,,,,"Worked examples belong in ANNEX, not in WI."
WI,WI-901,WI-900,03-Tai-Lieu-Van-Hanh/02-Work-Instructions/09-WI-900/wi-901-performance-dashboard.html,WI-901 — Hiệu suất Dashboard| HESEM QMS,Control-Tower WI,REVIEW_GOVERNANCE_BOUNDARY,P2,True,True,True,True,True,True,True,True,10,0,,,data-phase2i; phase2i,"May remain control-tower WI, but governance-heavy content must not overlap SOP-900 management review logic."
