artifact_id,prompt_id,source_tag,source_path_or_url,root_code,domain,object_or_table,command_ref,workflow_ref,api_ref,event_ref,evidence_ref,audit_ref,esign_ref,telemetry_ref,validation_ref,standard_ref,benchmark_ref,controlled_gap_ref,owner,decision_token
P16-SEC-003,P16,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_SECURITY_ABUSE_CASES.md,ROOT-SEC-001,security_iam,abuse case pack,AIProposalOnly and edge event ingest,security_policy,security and worker APIs,security.incident_detected,security_incident_packet,P16-AUD-AI-01,,security_event_total and ot_adapter_heartbeat_age_seconds,abuse-case drills,,OPC UA,GAP-P16-003,security_iam,P16_PASS_WITH_CONTROLLED_GAPS
P17-OBS-001,P17,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_TELEMETRY_CONTRACT.csv,ROOT-OBS-001,sre,telemetry contract,all governed commands,all generated workflows,telemetry export APIs,metrics traces logs,incident packet,P17-AUD-SRE-01,,all listed signals,telemetry signal tests,NIST CSF,NIST CSF,GAP-P17-001,sre,P17_PASS_WITH_CONTROLLED_GAPS
P17-OBS-002,P17,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_TEST_ACCEPTANCE_DASHBOARD_SPEC.md,ROOT-OBS-001,sre,control tower dashboards,all major command families,all generated workflows,dashboard read APIs,incident and health events,runbook packet,P17-AUD-OPS-01,,dashboard freshness and owner mapping,dashboard acceptance tests,,Repo migration and command specs,GAP-P17-002,sre,P17_PASS_WITH_CONTROLLED_GAPS
P17-OBS-003,P17,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/P17_observability_telemetry_sre_data_quality_and_operational_control_tower_prompt_SIMULATION_REPORT.md,ROOT-OBS-001,data_governance,data quality and staleness controls,ReconcileDomain and command services,telemetry_response_workflow,telemetry export APIs,drift.detected and fallback.read,quality_incident_packet,P17-AUD-DQ-01,,data_quality_score and projection_stale_age_seconds,reconciliation and alert tests,,MTConnect and OPC UA,GAP-P17-003,data_governance,P17_PASS_WITH_CONTROLLED_GAPS
P18-UI-001,P18,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_UI_CONTRACT_MATRIX.csv,ROOT-UI-001,frontend_contract,authoritative record shells,record-specific command family,generated_workflows,record routes,none,evidence panels,audit panels,signature panels,projection_freshness and record_open,UI contract tests,,Repo command and workflow artifacts,GAP-P18-001,frontend,P18_PASS_WITH_CONTROLLED_GAPS
P18-UI-002,P18,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/P18_frontend_ux_contract_for_mda_authoritative_record_shells_workspaces_disabled_act_SIMULATION_REPORT.md,ROOT-UI-001,frontend_contract,projection workspaces,reanchor_only,projection_workspace,workspace routes,none,summary evidence links,none,,projection_freshness and permission_denied,stale projection and disabled action tests,,Repo taxonomy and security artifacts,GAP-P18-002,frontend,P18_PASS_WITH_CONTROLLED_GAPS
P18-UI-003,P18,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/P18_frontend_ux_contract_for_mda_authoritative_record_shells_workspaces_disabled_act_MAIN.md,ROOT-UI-001,frontend_contract,offline and mobile candidates,candidate capture only,offline_candidate_policy,mobile candidate routes,offline.candidate_captured,candidate evidence,ui audit,,candidate_queue_size and reauth_required,offline candidate tests,,Repo security and MES artifacts,GAP-P18-003,frontend,P18_PASS_WITH_CONTROLLED_GAPS
P19-SIM-001,P19,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_SIMULATION_MASTER_LIBRARY.csv,ROOT-SIM-001,cross_domain,simulation_master_library,all governed commands,all generated workflows,simulation DSL APIs,all canonical events,all scenario evidence,P19-AUD-SIM-01,,dashboard quality and coverage,scenario library review,ISA-95,MTConnect,GAP-P19-001,qa_automation,P19_PASS_WITH_CONTROLLED_GAPS
P19-SIM-002,P19,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_TEST_ACCEPTANCE_DASHBOARD_SPEC.md,ROOT-SIM-001,qa_automation,acceptance dashboard,scenario execution commands,scenario acceptance workflow,dashboard APIs,scenario.result_recorded,acceptance_export_packet,P19-AUD-OPS-01,,scenario_pass_rate and blocker_count,acceptance dashboard tests,,NIST CSF,GAP-P19-002,qa_automation,P19_PASS_WITH_CONTROLLED_GAPS
P19-SIM-003,P19,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/P19_end-to-end_factory_scenario_simulator_and_failure-mode_test_pack_prompt_SIMULATION_REPORT.md,ROOT-SIM-001,cross_domain,extreme failure pack,selected critical commands,all generated workflows,simulation APIs,incident and drift events,drill evidence packet,P19-AUD-RED-01,,p0_scenario_failures,drill assertions,,OPC UA,GAP-P19-003,platform_architecture,P19_PASS_WITH_CONTROLLED_GAPS
P20-SYN-001,P20,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_FINAL_MASTER_BUILD_PLAN.md,ROOT-SYN-001,portfolio_governance,final build plan,implementation wave handoffs,all generated workflows,implementation prompts,none,plan evidence packet,P20-AUD-PORT-01,,gap and wave health,portfolio review,,ISA-95,GAP-P20-001,platform_architecture,P20_PASS_WITH_CONTROLLED_GAPS
P20-SYN-002,P20,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_IMPLEMENTATION_BACKLOG.csv,ROOT-SYN-001,portfolio_governance,implementation backlog,epic and story acceptance commands,all generated workflows,implementation prompts,none,story acceptance packet,P20-AUD-IMPL-01,,backlog coverage and blockers,story review tests,,NIST CSF,GAP-P20-002,platform_architecture,P20_PASS_WITH_CONTROLLED_GAPS
P20-SYN-003,P20,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_DEFINITION_OF_DONE.md,ROOT-SYN-001,portfolio_governance,definition of done,all governed command families,all generated workflows,implementation prompts,none,dod evidence packet,P20-AUD-AUD-01,required_for_regulated_domains,open_p0_p1_gap_count,DoD gate reviews,,Repo and prompt-pack rules,,platform_architecture,P20_PASS_WITH_CONTROLLED_GAPS
P21-RED-001,P21,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_EXTERNAL_REDTEAM_REPORT.md,ROOT-RED-001,portfolio_governance,external scorecard,implementation review commands,all generated workflows,none,governance.reviewed,scorecard evidence packet,P21-AUD-EXT-01,,score thresholds,scorecard review,,ISA-95 and NIST,GAP-P21-001,platform_architecture,P21_PASS_WITH_CONTROLLED_GAPS
P21-RED-002,P21,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_REPAIR_PROMPT_QUEUE.md,ROOT-RED-001,portfolio_governance,repair queue,repair prompt routing,repair workflow,none,governance.repair_queued,repair queue packet,P21-AUD-REP-01,,repair_queue_age,repair prompt review,,Repo prompt-pack policy,,platform_architecture,P21_PASS_WITH_CONTROLLED_GAPS
P21-RED-003,P21,REPO_EVIDENCE,_reports/agent-audits/mda-prompt-os-2026-05-29/MDA_FINAL_ACCEPTANCE_DECISION.md,ROOT-RED-001,portfolio_governance,final acceptance decision,final acceptance flow,acceptance governance,none,governance.acceptance_decided,final decision packet,P21-AUD-FIN-01,,open_p0_p1_gap_count,final gate review,,Repo and prompt-pack policy,,platform_architecture,P21_PASS_WITH_CONTROLLED_GAPS
