type,term,canonical,occurrences,files,in_glossary,sample_files
"phrase","file Tier","file tier",3,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-26.html"
"phrase","final decision","final decision",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-603-aql-sampling-inspection.html"
"phrase","Final inspection","final inspection",4,4,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-206-ship-release-pack-sscc-label-and-pack-reconciliation.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-502-gate-mrr-and-execution-synchronization-pack.html"
"phrase","Final Inspection and COC","final inspection and COC",7,7,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qa-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-lead.html"
"phrase","Final IR","final IR",13,6,false,"10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-shipping-packet-coc.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-01.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html"
"phrase","Final QC","final QC",4,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-201-quality-gates-hold-points-and-release-execution.html"
"phrase","final state","final state",3,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html"
"phrase","Finance exception log","finance exception log",4,4,false,"10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L3.html"
"phrase","Finance Handbook","finance handbook",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-803-invoicing-job-costing-and-arap.html"
"phrase","Finance job costing","finance job costing",4,4,false,"10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L3.html"
"phrase","Finance Manager","finance manager",43,12,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qa-manager.html"
"phrase","Finance Manager Sai","finance manager sai",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html"
"phrase","Finance Vai","finance vai",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-finance-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-general-ledger-and-payroll-accountant.html"
"phrase","financial posting","financial posting",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\10-JD-IT\jd-epicor-system-administrator.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-101-role-based-access-map.html"
"phrase","finding Finding","finding finding",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-901-internal-audit-and-lpa.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-06.html"
"phrase","finding log","finding log",3,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-chief-executive-officer.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-901-internal-audit-and-lpa.html"
"phrase","finding SoD","finding sod",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-101-role-based-access-map.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-102-access-request-field-dictionary.html"
"phrase","finish cert","finish cert",5,2,false,"10-Training-Academy\01-Competency-System\01-Framework\competency-metrics.html | 10-Training-Academy\02-Training-Content\01-Modules\C15.html"
"phrase","finite capacity","finite capacity",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-501-dispatch-capacity-and-wip-control.html"
"phrase","first article","first article",5,3,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-504-program-release-setup-first-piece-changeover-and-work-transfer-control.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-602-measurement-system-analysis-msagr-r.html | 10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-setup-firstarticle-ir.html"
"phrase","First Article Inspection","first article inspection",6,4,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-cmm-programmer-operator.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-116-m365-folder-structure-blueprint.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-20.html"
"phrase","first cut","first cut",21,15,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-maintenance-technician.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html"
"phrase","first piece","first piece",147,39,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html"
"phrase","first piece fail","first piece fail",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L2.html"
"phrase","first piece HOLD","first piece HOLD",2,2,false,"10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-joborder-e2e.html | 10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-setup-firstarticle-ir.html"
"phrase","first piece inspection","first piece inspection",2,2,true,"10-Training-Academy\01-Competency-System\02-Levels\03-C03-Right-First-Time\C03-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L2.html"
"phrase","First Piece PASS","first piece PASS",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-20.html"
"phrase","First Time","first time",23,14,false,"02-Tai-Lieu-He-Thong\02-Policies-Objectives\pol-qms-001-quality-policy.html | 10-Training-Academy\01-Competency-System\02-Levels\01-C01-Safety-5S\C01-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\01-C01-Safety-5S\C01-L2.html"
"phrase","first-piece evidence","first-piece evidence",4,3,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-502-gate-mrr-and-execution-synchronization-pack.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-603-quality-package-levels-qpl.html"
"phrase","first-piece fail","first-piece fail",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-120-authority-matrix.html"
"phrase","first-piece gate","first-piece gate",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-shift-leader.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html"
"phrase","first-piece gate M365","first-piece gate M365",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html"
"phrase","first-piece history","first-piece history",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html"
"phrase","First-piece inspection","first-piece inspection",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html"
"phrase","First-piece pass","first-piece pass",9,6,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-setup-technician.html"
"phrase","first-piece plan","first-piece plan",5,4,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-517-setup-changeover-smed-standard-work.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-501-dispatch-capacity-wip-rules.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-502-gate-mrr-and-execution-synchronization-pack.html"
"phrase","first-piece strategy","first-piece strategy",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-501-production-planning-scheduling-and-dispatch-control.html"
"phrase","fixture alignment","fixture alignment",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-setup-technician.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-503-cnc-operating-model-and-role-boundary.html"
"phrase","fixture nghi","fixture nghi",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-setup-technician.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html"
"phrase","fixture photo","fixture photo",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-301-setup-sheet-and-tool-list-standard.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html"
"phrase","fixture standard","fixture standard",3,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-process-engineer.html | 10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L4.html"
"phrase","fixture strategy","fixture strategy",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-engineering-lead-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-process-engineer.html"
"phrase","floor margin","floor margin",3,1,false,"10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L4.html"
"phrase","flow down","flow down",15,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-21.html"
"phrase","flow inspection priorities","flow inspection priorities",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-lead.html"
"phrase","flow sync","flow sync",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html"
"phrase","Flow thao","flow thao",20,20,false,"10-Training-Academy\01-Competency-System\02-Levels\01-C01-Safety-5S\C01-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\01-C01-Safety-5S\C01-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\01-C01-Safety-5S\C01-L3.html"
"phrase","flow-down PO","flow-down PO",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-19.html"
"phrase","flow-down thay","flow-down thay",3,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-19.html"
"phrase","FMEA coverage","FMEA coverage",4,1,false,"10-Training-Academy\02-Training-Content\01-Modules\C13.html"
"phrase","FOD check","FOD check",3,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-505-finishing-deburr-and-secondary-operations-control.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-07.html"
"phrase","FOD control","FOD control",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-507-poka-yoke-cnc-examples.html"
"phrase","FOD discipline","FOD discipline",6,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-team-lead.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-505-finishing-deburr-and-secondary-operations-control.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-703-product-safety-conformity-and-fod-prevention.html"
"phrase","FOD event","FOD event",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-703-product-safety-conformity-and-fod-prevention.html"
"phrase","FOD incident","FOD incident",3,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-505-finishing-deburr-and-secondary-operations-control.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-721-fod-prevention-line-clearance-and-tool-accountability.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-506-fod-prevention-program.html"
"phrase","FOD WI","FOD WI",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-packaging-technician.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-warehouse-clerk.html"
"phrase","folder job","folder job",3,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html"
"phrase","Folder Map","folder map",6,6,false,"10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g0-rfq-quote.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g1-contract-kickoff.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g2-engineering-release.html"
"phrase","folder name","folder name",3,2,false,"10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-revision-ssot-60s.html | 10-Training-Academy\04-Templates-Tools\evidence-naming-rule.html"
"phrase","folder ship packet","folder ship packet",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html"
"phrase","folder template","folder template",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html"
"phrase","folder WO","folder WO",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-25.html"
"phrase","follow up","follow up",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L3.html | 10-Training-Academy\02-Training-Content\01-Modules\C11.html"
"phrase","form active","form active",3,3,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\01-WI-100\wi-101-digital-online-forms-and-approvals.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-130-excel-form-download-only-delivery-profile-and-uat-gate.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-131-excel-form-system-deep-audit-and-repair-closure.html"
"phrase","Form Control","form control",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-125-controlled-excel-workbook-execution-model.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-129-excel-form-desktop-execution-macro-security-and-trusted-location-policy.html"
"phrase","form Excel","form excel",4,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-401-supplier-control-and-special-process.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-701-receiving-iqc-traceability-and-put-away.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-127-excel-form-web-access-platform-options.html"
"phrase","form Metric","form metric",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\06-C06-Problem-Solving-RCA\C06-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L1.html"
"phrase","FQC pass","FQC pass",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html"
"phrase","framework capability","framework capability",2,1,false,"10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L4.html"
"phrase","freeze-date pack","freeze-date pack",4,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-903-continual-improvement-and-kaizen.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-124-dashboard-evidence-pack-worked-examples.html"
"phrase","FRM HR TRN","FRM HR TRN",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-08.html"
"phrase","FRM log","FRM log",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-23.html"
"phrase","FRM minh","FRM minh",6,2,false,"10-Training-Academy\01-Competency-System\02-Levels\06-C06-Problem-Solving-RCA\C06-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L1.html"
"phrase","FRM QA","FRM QA",7,1,false,"10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-08.html"
"phrase","FRM QMS","FRM QMS",5,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-23.html"
"phrase","FRM workbook","FRM workbook",5,5,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-104-data-governance-records-security-and-ip-protection.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-125-controlled-excel-workbook-execution-model.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-127-excel-form-web-access-platform-options.html"
"phrase","FRM workbook danh","FRM workbook danh",3,3,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-129-excel-form-desktop-execution-macro-security-and-trusted-location-policy.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-132-excel-form-download-only-runtime-rollout-and-server-checklist.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-135-excel-form-periodic-integrity-audit-and-control-cadence.html"
"phrase","front-end technical","front-end technical",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-301-engineering-dfm-quoting-and-machining-planning.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-503-cnc-operating-model-and-role-boundary.html"
"phrase","Frontline Leadership","frontline leadership",5,5,false,"10-Training-Academy\01-Competency-System\02-Levels\19-C19-Leadership-Coaching\C19-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\19-C19-Leadership-Coaching\C19-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\19-C19-Leadership-Coaching\C19-L3.html"
"phrase","full access","full access",2,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-101-role-based-access-map.html"
"phrase","Full FAI","full FAI",15,3,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-504-program-release-setup-first-piece-changeover-and-work-transfer-control.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\03-WI-300\wi-302-first-piece-fai-execution-and-evidence-pack.html"
"phrase","G0 Contract","G0 contract",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-203-job-dossier-evidence-pack-and-record-completeness.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-116-m365-folder-structure-blueprint.html"
"phrase","G0 G5","G0 G5",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-603-quality-package-levels-qpl.html"
"phrase","G1 Setup sheet","G1 setup sheet",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-203-job-dossier-evidence-pack-and-record-completeness.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-502-gate-mrr-and-execution-synchronization-pack.html"
"phrase","G5 Gate","G5 gate",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-118-offline-fallback-kit.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-502-gate-mrr-and-execution-synchronization-pack.html"
"phrase","G5 Ship","G5 ship",3,2,false,"10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L2.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html"
"phrase","gage CTQ","gage CTQ",5,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-517-setup-changeover-smed-standard-work.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-26.html"
"phrase","gage ID","gage ID",13,7,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-604-spc-and-capability-control.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-517-setup-changeover-smed-standard-work.html"
"phrase","gage list","gage list",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-18.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-06.html"
"phrase","gage nghi","gage nghi",4,3,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-602-gage-pre-use-verification-and-status-control.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-603-aql-sampling-inspection-execution.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-606-suspect-product-containment-segregation-and-reaction.html"
"phrase","gage OOT","gage OOT",32,11,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-01.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html"
"phrase","gage overdue","gage overdue",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-601-calibration-and-gage-control.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html"
"phrase","gage status","gage status",13,8,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qa-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-cmm-programmer-operator.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html"
"phrase","gage thay","gage thay",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html"
"phrase","Gage Verification Log","gage verification log",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-metrology-and-calibration-specialist.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-cmm-programmer-operator.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-105-process-map-detailed.html"
"phrase","gas path","gas path",2,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-601-visual-inspection-and-defect-classification.html"
"phrase","gate breach","gate breach",3,2,false,"10-Training-Academy\04-Templates-Tools\certification-register.html | 10-Training-Academy\04-Templates-Tools\role-roadmaps.html"
"phrase","Gate charter","gate charter",3,1,false,"10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L4.html"
"phrase","gate charter G0","gate charter G0",2,1,false,"10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L4.html"
"phrase","gate CNC","gate CNC",4,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html"
"phrase","gate decision","gate decision",6,4,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-104-data-governance-records-security-and-ip-protection.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-207-high-risk-job-readiness-control-tower.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-701-receiving-iqc-traceability-and-put-away.html"
"phrase","gate discipline","gate discipline",3,3,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-01.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html"
"phrase","gate FAI","gate FAI",3,3,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\03-WI-300\wi-302-first-piece-fai-execution-and-evidence-pack.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-20.html"
"phrase","gate G0","gate G0",11,8,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-203-job-dossier-evidence-pack-and-record-completeness.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-118-offline-fallback-kit.html"
"phrase","gate G1","gate G1",5,4,false,"10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L3.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-20.html"
"phrase","gate G2","gate G2",4,3,false,"03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-507-poka-yoke-cnc-examples.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-603-quality-package-levels-qpl.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g2-engineering-release.html"
"phrase","gate G3","gate G3",2,1,false,"10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g3-production-fai-release.html"
"phrase","gate G4","gate G4",3,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-12.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g4-final-ship-packet.html"
